Symbol,Description,Sector,Industry,Sub-Industry,asset_type,exchange_code,data_source
EWV,PROSHARES TRUST ULTSHT MSCI JAP ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWW,ISHARES INC MSCI MEXICO ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWX,SPDR INDEX SHARES FUNDS S&P EMKTSC ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWY,ISHARES INC MSCI STH KOR ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWZ,ISHARES INC MSCI BRAZIL ETF,,,,ETF,UNKNOWN,THINKORSWIM
EWZS,ISHARES TRUST BRAZIL SM-CP ETF,,,,ETF,UNKNOWN,THINKORSWIM
EXI,ISHARES TRUST GLOB INDSTRL ETF,,,,ETF,UNKNOWN,THINKORSWIM
EYLD,CAMBRIA ETF TRUST EMRG SHAREHLDR ETF,,,,ETF,UNKNOWN,THINKORSWIM
EZA,ISHARES INC MSCI STH AFR ETF,,,,ETF,UNKNOWN,THINKORSWIM
EZJ,PROSHARES TRUST UL MSCI JP ETF,,,,ETF,UNKNOWN,THINKORSWIM
EZM,WISDOMTREE TRUST US MIDCAP FUND ETF,,,,ETF,UNKNOWN,THINKORSWIM
EZU,ISHARES INC MSCI EURZONE ETF,,,,ETF,UNKNOWN,THINKORSWIM
FAAR,FIRST TRUST EXCHANGE-TRADED FU ALT ABSLT STRG ETF,,,,ETF,UNKNOWN,THINKORSWIM
FAB,FIRST TRUST PORTFOLIOS SHS ISSUED FRST ETF,,,,ETF,UNKNOWN,THINKORSWIM
FAD,FIRST TRUST MULTI CAP GROWTH A COM SHS ETF,,,,ETF,UNKNOWN,THINKORSWIM
FALN,ISHARES TRUST FALN ANGLS USD ETF,,,,ETF,UNKNOWN,THINKORSWIM
FAN,FIRST TR EXCHANGE TRADED FD II GBL WND ENRG ETF,,,,ETF,UNKNOWN,THINKORSWIM
FAS,DIREXION SHARES ETF TRUST DLY FIN BULL NEW ETF,,,,ETF,UNKNOWN,THINKORSWIM
FAUG,FIRST TR EXCH TRADED FD VIII VEST US EQUITY BUFFER AUG,,,,ETF,UNKNOWN,THINKORSWIM
FAZ,DIREXION SHARES ETF TRUST DAILY FINL BEAR ETF,,,,ETF,UNKNOWN,THINKORSWIM
FBCG,FIDELITY COVINGTON TRUST BLUE CHIP GROWTH ETF,,,,ETF,UNKNOWN,THINKORSWIM
FBCV,FIDELITY COVINGTON TRUST BLUE CHIP VALUE ETF,,,,ETF,UNKNOWN,THINKORSWIM
FBND,FIDELITY COVINGTON TRUST TOTAL BD ETF,,,,ETF,UNKNOWN,THINKORSWIM
FBT,FIRST TRUST EXCHANGE-TRADED FU NY ARCA BIOTECH ETF,,,,ETF,UNKNOWN,THINKORSWIM
FBZ,FIRST TRUST EXCHANGE-TRADED AL BRAZIL ALPHADEX ETF,,,,ETF,UNKNOWN,THINKORSWIM
FCA,FIRST TRUST EXCHANGE-TRADED AL CHINA ALPHADEX ETF,,,,ETF,UNKNOWN,THINKORSWIM
FCAL,FIRST TRUST EXCHANGE-TRADED FU CALIF MUN INCM ETF,Financials,Capital Markets,Investment Banking & Brokerage,ETF,UNKNOWN,THINKORSWIM
FCEF,FIRST TR EXCH TRADED FD VIII INCOME OPPORTUNITIES ETF,,,,ETF,UNKNOWN,THINKORSWIM
FCG,FIRST TRUST EXCHANGE-TRADED FU NAT GAS ETF,,,,ETF,UNKNOWN,THINKORSWIM
FCOM,FIDELITY COVINGTON TRUST MSCI COMMNTN SVC ETF,,,,ETF,UNKNOWN,THINKORSWIM
FCOR,FIDELITY COVINGTON TRUST CORP BOND ETF,,,,ETF,UNKNOWN,THINKORSWIM
FCPI,FIDELITY COVINGTON TRUST STOCK FOR INFL ETF,,,,ETF,UNKNOWN,THINKORSWIM
FCTR,FIRST TRUST EXCHANGE-TRADED FU LUNT US FACTOR ETF,,,,ETF,UNKNOWN,THINKORSWIM
FCVT,FIRST TR EXCHANGE TRADED FD IV SSI STRG ETF,,,,ETF,UNKNOWN,THINKORSWIM
FDD,FIRST TR DJ STOXX COMMON SHS ETF,,,,ETF,UNKNOWN,THINKORSWIM
FDEM,FIDELITY COVINGTON TRUST EMERGING MARKETS MULTIFACTR,,,,ETF,UNKNOWN,THINKORSWIM
FDEV,FIDELITY COVINGTON TRUST INTERNATIONAL MULTIFACTOR,,,,ETF,UNKNOWN,THINKORSWIM
FDG,AMERICAN CENTURY INVESTMENTS FOCUSED DYNAMIC GROWTH ETF,,,,ETF,UNKNOWN,THINKORSWIM
FDHY,FIDELITY COVINGTON TRUST HIGH YILD ETF,,,,ETF,UNKNOWN,THINKORSWIM
FDIS,FIDELITY COVINGTON TRUST MSCI CONSM DIS ETF,,,,ETF,UNKNOWN,THINKORSWIM
FDIV,EA SERIES TRUST MARKETDESK FOCUSED U S DIVI,,,,ETF,UNKNOWN,THINKORSWIM
FDL,FIRST TST MORNINGS SHS ETF,,,,ETF,UNKNOWN,THINKORSWIM
FDLO,FIDELITY COVINGTON TRUST LOW VOLITY ETF,,,,ETF,UNKNOWN,THINKORSWIM
FDM,FIRST TRUST DJS COM SHS ANNUAL ETF,,,,ETF,UNKNOWN,THINKORSWIM
FDMO,FIDELITY COVINGTON TRUST MOMENTUM FACTR ETF,,,,ETF,UNKNOWN,THINKORSWIM
FDN,FIRST TRUST EXCHANGE-TRADED FU DJ INTERNT IDX ETF,,,,ETF,UNKNOWN,THINKORSWIM
FDNI,FIRST TRUST EXCH TRADED FUND 2 DJ INTL INTRNT ETF,,,,ETF,UNKNOWN,THINKORSWIM
FDRR,FIDELITY COVINGTON TRUST DIVID ETF RISI,,,,ETF,UNKNOWN,THINKORSWIM
FDT,FIRST TRUST EXCHANGE-TRADED AL DEV MRK EX US ETF,,,,ETF,UNKNOWN,THINKORSWIM
FDVV,FIDELITY COVINGTON TRUST HIGH DIVID ETF,,,,ETF,UNKNOWN,THINKORSWIM
FEM,FIRST TRUST EXCHANGE-TRADED AL EMERG MKT ALPH ETF,,,,ETF,UNKNOWN,THINKORSWIM
FEMB,FIRST TRUST EXCHANGE-TRADED FU EME MRK BD ETF,,,,ETF,UNKNOWN,THINKORSWIM
FEMS,FIRST TRUST EXCHANGE-TRADED AL EM SML CP ALPH ETF,,,,ETF,UNKNOWN,THINKORSWIM
FENY,FIDELITY COVINGTON TRUST MSCI ENERGY IDX ETF,,,,ETF,UNKNOWN,THINKORSWIM
FEP,FIRST TRUST EXCHANGE-TRADED AL EUROPE ALPHADEX ETF,,,,ETF,UNKNOWN,THINKORSWIM
FEUZ,FIRST TRUST EXCHANGE-TRADED AL EURO ALPHADEX ETF,,,,ETF,UNKNOWN,THINKORSWIM
FEX,FIRST TRUST PORTFOLIOS LRGE CP CORE ALPHA COM SHS ETF,,,,ETF,UNKNOWN,THINKORSWIM
FEZ,SPDR INDEX SHARES FUNDS EURO STOXX 50 ETF,,,,ETF,UNKNOWN,THINKORSWIM
FFEB,FIRST TR EXCH TRADED FD VIII VEST US EQUITY BUFFER FEB,,,,ETF,UNKNOWN,THINKORSWIM
FFIU,SPINNAKER ETF SERIES UVA UNCONSTRAINED MED TERM ETF,,,,ETF,UNKNOWN,THINKORSWIM
FFTY,INNOVATOR ETFS TRUST IBD 50 ETF,,,,ETF,UNKNOWN,THINKORSWIM
FGD,FIRST TRUST EXCH TRADED FUND 2 DJ GLBL DIVID ETF,,,,ETF,UNKNOWN,THINKORSWIM
FGM,FIRST TRUST EXCHANGE-TRADED AL GERMANY ALPHA ETF,,,,ETF,UNKNOWN,THINKORSWIM
FHLC,FIDELITY COVINGTON TRUST MSCI HLTH CARE I ETF,,,,ETF,UNKNOWN,THINKORSWIM
FIBR,ISHARES TRUST US FIXED INCOME BALANCED RI,,,,ETF,UNKNOWN,THINKORSWIM
FID,FIRST TR EXCHANGE TRADED FD VI S&P INTL DIVID ETF,,,,ETF,UNKNOWN,THINKORSWIM
FIDI,FIDELITY COVINGTON TRUST INT HG DIV ETF,,,,ETF,UNKNOWN,THINKORSWIM
FIDU,FIDELITY COVINGTON TRUST MSCI INDL INDX ETF,,,,ETF,UNKNOWN,THINKORSWIM
FILL,ISHARES INC GLB ENR PROD ETF,,,,ETF,UNKNOWN,THINKORSWIM
FINX,GLOBAL X FDS FINTECH ETF,,,,ETF,UNKNOWN,THINKORSWIM
FISR,SSGA ACTIVE TR SPDR SSGA FXD ETF,,,,ETF,UNKNOWN,THINKORSWIM
FITE,SPDR S&P KENSHO FUTRE ETF,,,,ETF,UNKNOWN,THINKORSWIM
FIVA,FIDELITY COVINGTON TRUST INT VL FCT ETF,,,,ETF,UNKNOWN,THINKORSWIM
FIVG,ETF SERIES SOLUTIONS DEFIANCE NEXT ETF,,,,ETF,UNKNOWN,THINKORSWIM
FIW,FIRST TRUST EXCHANGE TRADED FD WTR ETF,,,,ETF,UNKNOWN,THINKORSWIM
FIXD,FIRST TR EXCH TRADED FD VIII TCW OPPORTUNIS ETF,,,,ETF,UNKNOWN,THINKORSWIM
FJP,FIRST TRUST EXCHANGE-TRADED AL JAPAN ALPHADEX ETF,,,,ETF,UNKNOWN,THINKORSWIM
FJUL,FIRST TR EXCHANGE TRADED FD VI VEST US EQUITY BUFFR JULY,,,,ETF,UNKNOWN,THINKORSWIM
FJUN,FIRST TR EXCH TRADED FD VIII VEST U S EQUITY BUFFR JUNE,,,,ETF,UNKNOWN,THINKORSWIM
FKU,FIRST TRUST EXCHANGE-TRADED AL UNIT KING ALPH ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLAU,FRANKLIN TEMPLETON ETF TR FTSE AUSTRALIA ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLAX,FRANKLIN TEMPLETON ETF TR FRANKLIN ASIA ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLBL,FRANKLIN TEMPLETON ETF TR SENIOR LOAN ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLBR,FRANKLIN TEMPLETON ETF TR FTSE BRAZIL ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLCA,FRANKLIN TEMPLETON ETF TR FTSE CANADA ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLCB,FRANKLIN TEMPLETON ETF TR US CORE BOND ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLCH,FRANKLIN TEMPLETON ETF TR FTSE CHINA ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLCO,FRANKLIN TEMPLETON ETF TR INVESTMENT GRADE CORPORATE ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLDR,FIDELITY COVINGTON TRUST LOW DURTIN ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLEE,FRANKLIN TEMPLETON ETF TR FTSE EUROPE ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLEU,FRANKLIN TEMPLETON ETF TR FRANKLIN FTSE EUROZONE ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLGB,FRANKLIN TEMPLETON ETF TR FTSE UNTD KGDM ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLGR,FRANKLIN TEMPLETON ETF TR FTSE GERMANY ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLGV,FRANKLIN TEMPLETON ETF TR US TREASURY BOND ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLHK,FRANKLIN TEMPLETON ETF TR FTSE HONG KONG ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLHY,FRANKLIN TEMPLETON ETF TR HIGH YIELD CORPORATE ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLIA,FRANKLIN TEMPLETON ETF TR INTERNATIONAL AGGREGATE BD,,,,ETF,UNKNOWN,THINKORSWIM
FLIN,FRANKLIN TEMPLETON ETF TR FRANKLIN INDIA ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLJH,FRANKLIN TEMPLETON ETF TR FTSE JAPAN HDG ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLJP,FRANKLIN TEMPLETON ETF TR FTSE JAPAN ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLKR,FRANKLIN TEMPLETON ETF TR FTSE SOUTH KOREA ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLLA,FRANKLIN TEMPLETON ETF TR FTSE LATN AMRC ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLLV,FRANKLIN TEMPLETON ETF TR US LOW VOLATILITY ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLMB,FRANKLIN TEMPLETON ETF TR MUNICIPAL GREEN BOND ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLMI,FRANKLIN TEMPLETON ETF TR DYNAMIC MUNICIPAL BOND ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLMX,FRANKLIN TEMPLETON ETF TR FTSE MEXICO ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLN,FIRST TRUST EXCHANGE-TRADED AL LATIN AMER ALP ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLOT,ISHARES TRUST FLTG RATE NT ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLQL,FRANKLIN TEMPLETON ETF TR US LARGE CAP MULTIFACTR IDX,,,,ETF,UNKNOWN,THINKORSWIM
FLQM,FRANKLIN TEMPLETON ETF TR US MID CAP MULTIFACTOR INDX,,,,ETF,UNKNOWN,THINKORSWIM
FLQS,FRANKLIN TEMPLETON ETF TR US SML CAP MULTIFACTR INDX,,,,ETF,UNKNOWN,THINKORSWIM
FLRG,FIDELITY COVINGTON TRUST FIDELITY U.S. MULTIFACTOR ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLRN,SPDR SPDR BLMBERG INVST GRADE,,,,ETF,UNKNOWN,THINKORSWIM
FLRT,PACER FDS TR PACIFIC ASSET FLTG RATE HIG,,,,ETF,UNKNOWN,THINKORSWIM
FLSA,FRANKLIN TEMPLETON ETF TR FTSE SAUDI ARB ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLSP,FRANKLIN TEMPLETON ETF TR SYSTEMATIC STYLE PREMIA ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLSW,FRANKLIN TEMPLETON ETF TR FRANKLN SWZLND ETF,Communication Services,Media,Publishing,ETF,UNKNOWN,THINKORSWIM
FLTB,FIDELITY COVINGTON TRUST LTD TRM BD ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLTR,VANECK ETF TRUST IG FLOATING RATE ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLTW,FRANKLIN TEMPLETON ETF TR FTSE TAIWAN ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLUD,FRANKLIN TEMPLETON ETF TR ULTRA SHORT BOND ETF,,,,ETF,UNKNOWN,THINKORSWIM
FLV,AMERICAN CENTURY INVESTMENTS FOCUSED LARGE CAP VALUE ETF,,,,ETF,UNKNOWN,THINKORSWIM
FM,ISHARES INC FRONTIER AND SELECT EM ETF,,,,ETF,UNKNOWN,THINKORSWIM
FMAT,FIDELITY COVINGTON TRUST MSCI MATLS INDEX ETF,,,,ETF,UNKNOWN,THINKORSWIM
FMAY,FIRST TR EXCH TRADED FD VIII VEST US EQUITY BUFFER MAY,,,,ETF,UNKNOWN,THINKORSWIM
FMB,FIRST TRUST EXCHANGE TRADED FD MANAGD MUN ETF,,,,ETF,UNKNOWN,THINKORSWIM
FMF,FIRST TR EXCHANGE-TRADED FD V MNGD FUTRS STRGY ETF,,,,ETF,UNKNOWN,THINKORSWIM
FMHI,FIRST TRUST EXCHANGE-TRADED FU MUNI HI INCM ETF,,,,ETF,UNKNOWN,THINKORSWIM
FMIL,FIDELITY COVINGTON TRUST NEW MILLENNIUM ETF,,,,ETF,UNKNOWN,THINKORSWIM
FNCL,FIDELITY COVINGTON TRUST MSCI FINLS IDX ETF,,,,ETF,UNKNOWN,THINKORSWIM
FNDA,SCHWAB STRATEGIC TR SCHWAB FDT US SC ETF,,,,ETF,UNKNOWN,THINKORSWIM
FNDB,SCHWAB STRATEGIC TR SCHWAB FDT US BM ETF,,,,ETF,UNKNOWN,THINKORSWIM
FNDC,SCHWAB STRATEGIC TR SCHWB FDT INT SC ETF,,,,ETF,UNKNOWN,THINKORSWIM
FNDE,SCHWAB STRATEGIC TR SCHWB FDT EMK LG ETF,,,,ETF,UNKNOWN,THINKORSWIM
FNDF,SCHWAB STRATEGIC TR SCHWB FDT INT LG ETF,,,,ETF,UNKNOWN,THINKORSWIM
FNDX,SCHWAB STRATEGIC TR SCHWAB FDT US LG ETF,,,,ETF,UNKNOWN,THINKORSWIM
FNGS,BANK OF MONTREAL TRK ZT 08/01/38NYSE FANG *CLBL,,,,ETF,UNKNOWN,THINKORSWIM
FNK,FIRST TRUST EXCHANGE-TRADED AL MID CAP VAL FD ETF,,,,ETF,UNKNOWN,THINKORSWIM
FNOV,FIRST TR EXCH TRADED FD VIII VEST US EQUITY BUFFER NOV,,,,ETF,UNKNOWN,THINKORSWIM
FNX,FIRST TRUST PORTFOLIOS MID CAP CORE ALPHA COM SHS ETF,,,,ETF,UNKNOWN,THINKORSWIM
FNY,FIRST TRUST EXCHANGE-TRADED AL MID CP GR ALPH ETF,,,,ETF,UNKNOWN,THINKORSWIM
FOCT,FIRST TR EXCH TRADED FD VIII VEST US EQUITY BUFFER OCT,,,,ETF,UNKNOWN,THINKORSWIM
FOVL,ISHARES TRUST FOCUSD VAL FAC ETF,,,,ETF,UNKNOWN,THINKORSWIM
FPA,FIRST TRUST EXCHANGE-TRADED AL ASIA EX JAPAN ETF,,,,ETF,UNKNOWN,THINKORSWIM
FPE,FIRST TRUST EXCHANGE-TRADED FU PFD SECS INC ETF,,,,ETF,UNKNOWN,THINKORSWIM
FPEI,FIRST TRUST EXCHANGE-TRADED FU INSTL PFD SECS ETF,,,,ETF,UNKNOWN,THINKORSWIM
FPX,FIRST TRUST EXCHANGE TRADED FD US EQTY OPPT ETF,,,,ETF,UNKNOWN,THINKORSWIM
FPXE,FIRST TRUST EXCH TRADED FUND 2 IPOX EUROPE EQ ETF,,,,ETF,UNKNOWN,THINKORSWIM
FPXI,FIRST TRUST EXCH TRADED FUND 2 INTL EQUITY OPP ETF,,,,ETF,UNKNOWN,THINKORSWIM
FQAL,FIDELITY COVINGTON TRUST QLTY FCTOR ETF,,,,ETF,UNKNOWN,THINKORSWIM
FRDM,EA SERIES TRUST FREEDOM 100 EM ETF,Industrials,Commercial Services & Supplies,Environmental & Facilities Services,ETF,UNKNOWN,THINKORSWIM
FREL,FIDELITY COVINGTON TRUST MSCI RL EST ETF,,,,ETF,UNKNOWN,THINKORSWIM
FRI,FIRST TRUST PORTFOLIOS COM ETF,,,,ETF,UNKNOWN,THINKORSWIM
FSEP,FIRST TR EXCHANGE TRADED FD VI VEST US EQUITY BUFFER SEPT,,,,ETF,UNKNOWN,THINKORSWIM
FSMB,FIRST TRUST EXCHANGE-TRADED FU SHRT DUR MNG MUN ETF,,,,ETF,UNKNOWN,THINKORSWIM
FSMD,FIDELITY COVINGTON TRUST SMALL-MID MULTIFACTOR ETF,,,,ETF,UNKNOWN,THINKORSWIM
FSTA,FIDELITY COVINGTON TRUST CONSMR STAPLES ETF,,,,ETF,UNKNOWN,THINKORSWIM
FSZ,FIRST TRUST EXCHANGE-TRADED AL SWITZLND ALPHA ETF,,,,ETF,UNKNOWN,THINKORSWIM
FTA,FIRST TRUST LARGE CAP VALUE AL COM SHS ETF,,,,ETF,UNKNOWN,THINKORSWIM
FTAG,FIRST TRUST EXCH TRADED FUND 2 INDXX GLOBAL AGR ETF,,,,ETF,UNKNOWN,THINKORSWIM
FTC,FIRST TRUST EXCHANGE-TRADED AL COM SHS ETF,,,,ETF,UNKNOWN,THINKORSWIM
FTCS,FIRST TRUST EXCHANGE-TRADED FU CAP STRENGTH ETF,,,,ETF,UNKNOWN,THINKORSWIM
FTEC,FIDELITY COVINGTON TRUST MSCI INFO TECH I ETF,,,,ETF,UNKNOWN,THINKORSWIM
FTGC,FIRST TRUST EXCHANGE-TRADED FU FST TR GLB FD ETF,,,,ETF,UNKNOWN,THINKORSWIM
FTHI,FIRST TR EXCHANGE TRADED FD VI BUYWRIT INCM ETF,,,,ETF,UNKNOWN,THINKORSWIM
FTLS,FIRST TRUST EXCHANGE-TRADED FU LNG/SHT EQUITY ETF,,,,ETF,UNKNOWN,THINKORSWIM
FTRI,FIRST TRUST EXCH TRADED FUND 2 INDXX NAT RE ETF,,,,ETF,UNKNOWN,THINKORSWIM
FTSD,FRANKLIN ETF TR SHORT DURATION US GOVT ETF,,,,ETF,UNKNOWN,THINKORSWIM
FTSL,FIRST TR EXCHANGE TRADED FD IV SENIOR LN FD ETF,,,,ETF,UNKNOWN,THINKORSWIM
FTSM,FIRST TR EXCHANGE TRADED FD IV FIRST TR ENH NEW ETF,,,,ETF,UNKNOWN,THINKORSWIM
FTXG,FIRST TR EXCHANGE TRADED FD VI NASDQ FOD BVRG ETF,,,,ETF,UNKNOWN,THINKORSWIM
FTXH,FIRST TR EXCHANGE TRADED FD VI NASDQ PHRMTCLS ETF,,,,ETF,UNKNOWN,THINKORSWIM
FTXL,FIRST TR EXCHANGE TRADED FD VI NASDQ SEMCNDTR ETF,,,,ETF,UNKNOWN,THINKORSWIM
FTXN,FIRST TR EXCHANGE TRADED FD VI NASDQ OIL GAS ETF,,,,ETF,UNKNOWN,THINKORSWIM
FTXO,FIRST TR EXCHANGE TRADED FD VI NASDAQ BK ETF,,,,ETF,UNKNOWN,THINKORSWIM
FTXR,FIRST TR EXCHANGE TRADED FD VI NASDAQ TRANSN ETF,,,,ETF,UNKNOWN,THINKORSWIM
FUMB,FIRST TRUST EXCHANGE TRADED FD ULTRA SHT DUR MU ETF,,,,ETF,UNKNOWN,THINKORSWIM
FUNL,TRUST FOR ADVISED PORTFOLIOS CORNERCAP FUNDAMETRICS LARG,,,,ETF,UNKNOWN,THINKORSWIM
FUTY,FIDELITY COVINGTON TRUST MSCI UTILS INDEX ETF,,,,ETF,UNKNOWN,THINKORSWIM
FV,FIRST TR EXCHANGE TRADED FD VI DORSEY WRT 5 ETF,,,,ETF,UNKNOWN,THINKORSWIM
FVAL,FIDELITY COVINGTON TRUST VLU FACTOR ETF,,,,ETF,UNKNOWN,THINKORSWIM
FVC,FIRST TR EXCHANGE TRADED FD VI DORSEY WRIGHT ETF,,,,ETF,UNKNOWN,THINKORSWIM
FVD,FIRST TST VALUE LI SHS ETF,,,,ETF,UNKNOWN,THINKORSWIM
FXA,INVESCO CCY SHS AUSTRALIAN DLR AUSTRALIAN DOL ETF,,,,ETF,UNKNOWN,THINKORSWIM
FXB,INVESCO CCY SHS BRIT POUND STL BRIT POUN STRL ETF,,,,ETF,UNKNOWN,THINKORSWIM
FXC,INVESCO CCY SHS CDN DLR TR CDN DLR SHS ETF,,,,ETF,UNKNOWN,THINKORSWIM
FXD,FIRST TRUST EXCH TRADED FUND 2 CONSUMR DISCRE ETF,,,,ETF,UNKNOWN,THINKORSWIM
FXE,INVESCO CCY SHS EURO TR EURO SHS ETF,,,,ETF,UNKNOWN,THINKORSWIM
FXF,INVESCO CCY SHS SWISS FRANC TR SWISS FRANC ETF,,,,ETF,UNKNOWN,THINKORSWIM
FXG,FIRST TRUST EXCH TRADED FUND 2 CONSUMR STAPLE ETF,,,,ETF,UNKNOWN,THINKORSWIM
FXH,FIRST TRUST EXCH TRADED FUND 2 HLTH CARE ALPH ETF,,,,ETF,UNKNOWN,THINKORSWIM
FXI,ISHARES TRUST CHINA LG-CAP ETF,,,,ETF,UNKNOWN,THINKORSWIM
FXL,FIRST TRUST EXCH TRADED FUND 2 TECH ALPHADEX ETF,,,,ETF,UNKNOWN,THINKORSWIM
FXN,FIRST TRUST EXCH TRADED FUND 2 ENERGY ALPHADX ETF,,,,ETF,UNKNOWN,THINKORSWIM
FXO,FIRST TRUST EXCH TRADED FUND 2 FINLS ALPHADEX ETF,,,,ETF,UNKNOWN,THINKORSWIM
FXP,PROSHARES TRUST ULTSHT FT CH 50 ETF,,,,ETF,UNKNOWN,THINKORSWIM
FXR,FIRST TRUST EXCH TRADED FUND 2 INDLS PROD DUR ETF,,,,ETF,UNKNOWN,THINKORSWIM
FXU,FIRST TRUST EXCH TRADED FUND 2 UTILITIES ALPH ETF,,,,ETF,UNKNOWN,THINKORSWIM
FXY,INVESCO CCY SHS JAPANESE YEN T JAPANESE YEN ETF,,,,ETF,UNKNOWN,THINKORSWIM
FXZ,FIRST TRUST EXCH TRADED FUND 2 MATERIALS ALPH ETF,,,,ETF,UNKNOWN,THINKORSWIM
FYC,FIRST TRUST EXCHANGE-TRADED AL SML CP GRW ALP ETF,,,,ETF,UNKNOWN,THINKORSWIM
FYLD,CAMBRIA ETF TRUST CAMBRIA FGN SHR ETF,,,,ETF,UNKNOWN,THINKORSWIM
FYT,FIRST TRUST EXCHANGE-TRADED AL SMALL CAP VALUE ALPHADEX FD,,,,ETF,UNKNOWN,THINKORSWIM
FYX,FIRST TRUST PORTFOLIOS SML CP CORE ALPHA COM SHS ETF,,,,ETF,UNKNOWN,THINKORSWIM
GAA,CAMBRIA ETF TRUST GLB ASSET ALLO ETF,,,,ETF,UNKNOWN,THINKORSWIM
GAL,SSGA ACTIVE ETF TR GLOBL ALLO ETF,,,,ETF,UNKNOWN,THINKORSWIM
GAMR,ETF MANAGERS TRUST WEDBUSH ETFMG VIDEO GAME TE,,,,ETF,UNKNOWN,THINKORSWIM
GBF,ISHARES TRUST GOV/CRED BD ETF,,,,ETF,UNKNOWN,THINKORSWIM
GBIL,GOLDMAN SACHS ETF TRUST ACCES TREASURY ETF,,,,ETF,UNKNOWN,THINKORSWIM
GCC,WISDOMTREE US  EFFICIENT CORE ENHANCED COMMODITY STRATEGY FD,,,,ETF,UNKNOWN,THINKORSWIM
GCOR,GOLDMAN SACHS ETF TRUST ACCESS U.S. AGGREGATE BOND ETF,,,,ETF,UNKNOWN,THINKORSWIM
GCOW,PACER FDS TR GLOBL CASH ETF,,,,ETF,UNKNOWN,THINKORSWIM
GDMA,EA SERIES TRUST GADSDEN DYNAMIC MUTI ASSET,,,,ETF,UNKNOWN,THINKORSWIM
GDVD,NORTHERN LIGHTS FUND TRUST IV R3 GLOBAL DIVIDEND GROWTH ETF,,,,ETF,UNKNOWN,THINKORSWIM
GDX,VANECK ETF TRUST VANECK GOLD MINERS ETF,,,,ETF,UNKNOWN,THINKORSWIM
GDXJ,VANECK ETF TRUST VANECK JUNIOR GOLD MINERS ETF,,,,ETF,UNKNOWN,THINKORSWIM
GEM,GOLDMAN SACHS ETF TRUST ACTIVEBETA EME ETF,,,,ETF,UNKNOWN,THINKORSWIM
GERM,ETF MANAGERS TRUST ETFMG TRATMNTS TSTNG AND AD,,,,ETF,UNKNOWN,THINKORSWIM
GHYB,GOLDMAN SACHS ETF TRUST ACCESS HIG YLD ETF,,,,ETF,UNKNOWN,THINKORSWIM
GHYG,ISHARES INC US INTL HGH YLD ETF,,,,ETF,UNKNOWN,THINKORSWIM
GIGB,GOLDMAN SACHS ETF TRUST ACCESS INVT GR ETF,,,,ETF,UNKNOWN,THINKORSWIM
GII,SPDR INDEX SHARES FUNDS S&P GBLINF ETF,,,,ETF,UNKNOWN,THINKORSWIM
GINN,GOLDMAN SACHS ETF TRUST INNOVATE EQUITY ETF COM SHS,,,,ETF,UNKNOWN,THINKORSWIM
GLD,SPDR GOLD TRUST GOLD SHS ETF,,,,ETF,UNKNOWN,THINKORSWIM
GLDM,WORLD GOLD TRUST SPDR GLD MINIS ETF,,,,ETF,UNKNOWN,THINKORSWIM
GLIF,AGF INVESTMENTS TR AGF GLOBAL INFRASTRUCTR ETF,,,,ETF,UNKNOWN,THINKORSWIM
GLIN,VANECK ETF TRUST VANECK INDIA GROWTH LEADERS,,,,ETF,UNKNOWN,THINKORSWIM
